,N,Bx,By,Bz,Ex,Ey,Ez
659,100000,-5.058123172397059e-13,1.2547971748387697e-12,1.3837468594068682e-10,-11579.620393883428,7185.614250852041,-191997.79076400405
660,100000,2.815905288147664e-13,-1.0848433058231487e-12,1.3739604984308435e-10,-1010.3952912432381,-22167.242333904036,-202563.53296764754
661,100000,-2.361991499954478e-12,7.209052459238438e-13,1.404238130089846e-10,-29908.143971045396,39386.35379275093,-201784.8475368104
662,100000,-1.6161477962497424e-13,3.1262805302988916e-13,1.3803966124162827e-10,-6331.151044478583,15435.689390360521,-207655.18523373743
663,100000,4.608582215545839e-13,-1.1624196320829577e-12,1.3525649815972482e-10,32476.440005546556,569.1929833551408,-193700.2334215301
664,100000,-5.930615702521122e-13,4.929654805923464e-13,1.3563515645677702e-10,-27688.14156106322,6965.133399769302,-183037.24353829506
665,100000,-9.062342806867633e-13,4.592844917648871e-13,1.324788306418907e-10,-35138.6153221789,2146.621629074698,-190146.3213049432
666,100000,-1.0762688885037843e-12,-1.1046136297059954e-12,1.3846223528510518e-10,4973.606670452794,-31694.77494079215,-187423.89321485683
667,100000,8.32773850165952e-13,-1.9803146519777213e-12,1.3375802388015027e-10,-12663.761633087419,-28308.308437838474,-183135.19240553182
668,100000,7.380296685064715e-13,6.580421776291003e-13,1.3513802558208276e-10,-29164.51809146774,13867.471378772732,-184499.44717724816
669,100000,2.1465139187830227e-13,-1.1049516733019656e-12,1.4072847246636612e-10,1796.4741402114166,-13473.441560109268,-202665.5432962113
670,100000,6.54010657313792e-13,9.294933837147254e-13,1.3267329618325608e-10,-10608.280375962579,-5643.686515216109,-187242.97133861456
671,100000,-2.244034815609403e-12,2.457054023179302e-13,1.3838479686775423e-10,-40601.28781710977,17816.606216861448,-207681.30774654954
672,100000,-1.1694273117321143e-12,9.14344506000389e-13,1.4120270514327972e-10,-15695.26996835732,-11907.45174223085,-219934.9377788388
673,100000,1.630982689978171e-13,1.653379959697027e-13,1.3344464725493167e-10,-2879.5012446859555,1957.6085320569687,-185266.2090668279
674,100000,-1.5902834406853576e-12,4.952627976722224e-14,1.401676616687825e-10,-26958.541246809134,-4695.8593583940365,-213973.64307803242
675,100000,2.8253144720409105e-13,-6.139686566761578e-13,1.3621001195190942e-10,1215.4836552745803,-34709.726142982414,-195369.00308016478
676,100000,-7.662601273334156e-13,-1.2631214204922116e-12,1.3516409426239172e-10,-24567.322328482525,-19217.52511300975,-179999.21960200544
677,100000,4.944252281483574e-13,-7.622822510052815e-13,1.3603871349517906e-10,3358.453468292727,-23323.933401817838,-181251.26912684742
678,100000,4.361194728849559e-13,-4.847549261897127e-13,1.368760641820944e-10,11643.739566197664,-17937.918144364292,-190108.74164420707
679,100000,-3.5074772323731486e-13,-1.06996276794395e-12,1.4428481514079386e-10,-26688.573090148864,-23045.36335088096,-223417.07748115162
680,100000,9.518797367144365e-13,-9.03047875502348e-13,1.3687265918631577e-10,30110.46421399117,-39802.37250740366,-191510.41404419474
681,100000,-3.605273532801397e-13,-7.715832120650735e-13,1.3566389205659425e-10,-13377.56196650243,-18326.168987626967,-192219.14099989072
682,100000,-4.2572753985606604e-13,-1.0930948005727639e-12,1.335271752363615e-10,-24968.079947588016,-25176.99693149042,-179278.2230799342
683,100000,1.5097610324051218e-12,-5.563796182082997e-13,1.35653606365993e-10,33934.257675772875,8465.396051963364,-190847.73534873445
684,100000,-5.054442360424761e-13,-7.342612522346773e-13,1.3325055969419416e-10,-4675.529194385184,9982.904928441056,-183970.81118650403
685,100000,8.293661507073027e-14,-2.161370507966531e-13,1.3900507056313888e-10,-8974.289022050487,2355.6005222921813,-204647.64485339334
686,100000,5.372707486592666e-13,-1.0657382283951877e-12,1.3024763367506974e-10,15190.620949663264,-12047.031709787485,-175130.23381505377
687,100000,-1.6341767682052979e-12,8.039103091748325e-13,1.3460992772329627e-10,-967.8044218904034,14049.643743454424,-175833.75170594064
688,100000,-3.070675809487528e-13,4.694228842034688e-13,1.3370424634405137e-10,-9819.154475397898,-4572.558592514726,-195232.41942108487
689,100000,-2.4129053546851985e-12,-7.065534612411626e-14,1.4077498258798013e-10,-10825.947033229626,30070.557278049306,-205112.31445000178
